Shape,Color,Clarity,Weight,Lab,Cut,Polish,Symmetry,Fluor,Off Rap,Price Per Carat,Total Price,Certificate No,Length,Width,Depth,Table,Girdle,Culet,Certificate Url,Video
ROUND,J,VS1,1.27,IGI,IDEAL,EXCELLENT,VERY GOOD,,-68.98,1829.97,2324.06,LG250603743,6.94,6.98,4.28,58.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG250603743.pdf,https://s3.amazonaws.com/lgdvideos/LG250603743.mp4
ROUND,J,VS1,1.27,IGI,EXCELLENT,EXCELLENT,VERY GOOD,,-68.98,1829.97,2324.06,LG250603745,6.85,6.89,4.35,56.5,MEDIUM TO SLIGHTLY THICK (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG250603745.pdf,https://s3.amazonaws.com/lgdvideos/LG250603745.mp4
ROUND,J,VS2,1.22,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.93,1885.00,2299.70,LG234625026,6.85,6.9,4.25,57.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG234625026.pdf,https://s3.amazonaws.com/lgdvideos/LG234625026.mp4
ROUND,H,SI2,1.18,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.96,1939.95,2289.14,LG361978433,6.77,6.83,4.19,57.5,MEDIUM TO SLIGHTLY THICK (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG361978433.pdf,https://s3.amazonaws.com/lgdvideos/LG361978433.mp4
ROUND,J,SI1,1.32,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.98,1749.99,2309.99,LG314820906,7.01,7.04,4.35,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG314820906.pdf,https://s3.amazonaws.com/lgdvideos/LG314820906.mp4
ROUND,I,VS2,1.06,IGI,IDEAL,EXCELLENT,VERY GOOD,,-66.97,2180.00,2310.80,LG234642274,6.55,6.62,4.05,57.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG234642274.pdf,https://s3.amazonaws.com/lgdvideos/LG234642274.mp4
ROUND,I,VS2,1.06,IGI,IDEAL,EXCELLENT,VERY GOOD,,-66.97,2180.00,2310.80,LG234623743,6.55,6.57,4.04,57.5,MEDIUM (PARTLY POLISHED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG234623743.pdf,https://s3.amazonaws.com/lgdvideos/LG234623743.mp4
ROUND,I,VS2,1.06,IGI,IDEAL,EXCELLENT,VERY GOOD,,-66.97,2180.00,2310.80,LG270766753,6.63,6.66,3.99,59.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG270766753.pdf,https://s3.amazonaws.com/lgdvideos/LG270766753.mp4
ROUND,I,VS2,1.06,IGI,EXCELLENT,EXCELLENT,VERY GOOD,,-66.97,2180.00,2310.80,LG270766735,6.52,6.54,4.06,59.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG270766735.pdf,https://s3.amazonaws.com/lgdvideos/LG270766735.mp4
ROUND,I,VS2,1.06,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2310.80,LG214670966,6.58,6.61,4.03,58.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG214670966.pdf,            
ROUND,I,VS2,1.06,IGI,IDEAL,EXCELLENT,VERY GOOD,,-66.97,2180.00,2310.80,LG234623745,6.53,6.57,4.05,57.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG234623745.pdf,https://s3.amazonaws.com/lgdvideos/LG234623745.mp4
ROUND,I,VS2,1.06,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2310.80,LG234660851,6.52,6.55,4.06,57.5,MEDIUM TO SLIGHTLY THICK (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG234660851.pdf,https://s3.amazonaws.com/lgdvideos/LG234660851.mp4
ROUND,E,VS1,0.91,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.95,2545.03,2315.97,LG380973391,6.19,6.23,3.85,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380973391.pdf,https://s3.amazonaws.com/lgdvideos/LG380973391.mp4
ROUND,J,VS2,1.23,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-66.93,1885.00,2318.55,LG332808400,6.82,6.87,4.29,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG332808400.pdf,            
ROUND,I,VS2,1.07,IGI,IDEAL,VERY GOOD,EXCELLENT,,-66.97,2180.00,2332.60,LG270766846,6.6,6.64,4.01,59.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG270766846.pdf,https://s3.amazonaws.com/lgdvideos/LG270766846.mp4
ROUND,I,VS2,1.07,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2332.60,LG229677944,6.55,6.59,4.05,57.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG229677944.pdf,https://s3.amazonaws.com/lgdvideos/LG229677944.mp4
ROUND,I,VS2,1.07,IGI,EXCELLENT,EXCELLENT,VERY GOOD,,-66.97,2180.00,2332.60,LG234623744,6.5,6.51,4.13,57.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG234623744.pdf,https://s3.amazonaws.com/lgdvideos/LG234623744.mp4
ROUND,I,VS1,1.12,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-68.97,2109.99,2363.19,LG375924285,6.67,6.71,4.12,58.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG375924285.pdf,https://s3.amazonaws.com/lgdvideos/LG375924285.mp4
ROUND,I,VS1,1.12,IGI,IDEAL,EXCELLENT,EXCELLENT,,-68.97,2109.99,2363.19,LG250604677,6.65,6.67,4.1,57.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG250604677.pdf,https://s3.amazonaws.com/lgdvideos/LG250604677.mp4
ROUND,I,VVS2,1.09,IGI,IDEAL,EXCELLENT,EXCELLENT,,-69.00,2170.00,2365.30,LG250603554,6.58,6.63,4.07,57.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG250603554.pdf,https://s3.amazonaws.com/lgdvideos/LG250603554.mp4
ROUND,I,VVS2,1.09,IGI,IDEAL,EXCELLENT,EXCELLENT,,-69.00,2170.00,2365.30,LG250603563,6.56,6.6,4.09,56.5,MEDIUM (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG250603563.pdf,https://s3.amazonaws.com/lgdvideos/LG250603563.mp4
ROUND,I,VVS2,1.09,IGI,IDEAL,EXCELLENT,EXCELLENT,,-69.00,2170.00,2365.30,LG257731826,6.64,6.67,4.05,56.0,MEDIUM TO SLIGHTLY THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG257731826.pdf,https://s3.amazonaws.com/lgdvideos/LG257731826.mp4
ROUND,J,VS2,1.24,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.93,1885.00,2337.40,LG257740014,6.88,6.92,4.28,57.0,MEDIUM (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG257740014.pdf,https://s3.amazonaws.com/lgdvideos/LG257740014.mp4
ROUND,J,SI1,1.34,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.98,1749.99,2344.99,LG257731204,7.07,7.1,4.38,58.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG257731204.pdf,https://s3.amazonaws.com/lgdvideos/LG257731204.mp4
ROUND,F,SI2,1.07,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-65.94,2180.03,2332.63,LG341803888,6.5,6.57,4.1,58.0,THIN TO MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG341803888.pdf,https://s3.amazonaws.com/lgdvideos/LG341803888.mp4
ROUND,I,VS2,1.08,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2354.40,LG234660848,6.57,6.6,4.06,57.5,MEDIUM (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG234660848.pdf,https://s3.amazonaws.com/lgdvideos/LG234660848.mp4
ROUND,I,VS1,1.13,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-68.97,2109.99,2384.29,LG380972776,6.63,6.69,4.18,57.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380972776.pdf,https://s3.amazonaws.com/lgdvideos/LG380972776.mp4
ROUND,I,VS1,1.13,IGI,IDEAL,EXCELLENT,EXCELLENT,,-68.97,2109.99,2384.29,LG257731911,6.65,6.71,4.12,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG257731911.pdf,https://s3.amazonaws.com/lgdvideos/LG257731911.mp4
ROUND,H,SI1,1.05,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.99,2245.06,2357.31,LG337837329,6.57,6.63,4.0,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG337837329.pdf,            
ROUND,G,SI2,1.15,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.00,2040.00,2346.00,LG375922564,6.73,6.79,4.16,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG375922564.pdf,https://s3.amazonaws.com/lgdvideos/LG375922564.mp4
ROUND,I,SI1,1.15,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.94,2050.05,2357.56,LG371993390,6.71,6.75,4.16,57.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG371993390.pdf,https://s3.amazonaws.com/lgdvideos/LG371993390.mp4
ROUND,J,SI1,1.35,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.98,1749.99,2362.49,LG250603768,7.07,7.1,4.4,57.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG250603768.pdf,https://s3.amazonaws.com/lgdvideos/LG250603768.mp4
ROUND,J,SI1,1.37,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-66.98,1749.99,2397.49,LG380973936,7.09,7.14,4.42,58.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380973936.pdf,https://s3.amazonaws.com/lgdvideos/LG380973936.mp4
ROUND,I,VS1,1.15,IGI,IDEAL,EXCELLENT,EXCELLENT,,-68.97,2109.99,2426.49,LG257739297,6.72,6.76,4.15,57.5,MEDIUM (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG257739297.pdf,https://s3.amazonaws.com/lgdvideos/LG257739297.mp4
ROUND,I,SI1,1.17,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.94,2050.05,2398.56,LG375924276,6.75,6.77,4.22,56.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG375924276.pdf,https://s3.amazonaws.com/lgdvideos/LG375924276.mp4
ROUND,I,SI1,1.17,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.94,2050.05,2398.56,LG371993392,6.72,6.78,4.19,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG371993392.pdf,https://s3.amazonaws.com/lgdvideos/LG371993392.mp4
ROUND,I,VVS2,1.12,IGI,IDEAL,EXCELLENT,EXCELLENT,,-69.00,2170.00,2430.40,LG250674012,6.66,6.69,4.13,57.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG250674012.pdf,https://s3.amazonaws.com/lgdvideos/LG250674012.mp4
ROUND,I,VS1,1.16,IGI,IDEAL,EXCELLENT,EXCELLENT,,-68.97,2109.99,2447.59,LG257731914,6.73,6.75,4.17,57.0,MEDIUM (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG257731914.pdf,https://s3.amazonaws.com/lgdvideos/LG257731914.mp4
ROUND,G,SI2,1.18,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.00,2040.00,2407.20,LG371992809,6.76,6.81,4.2,58.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG371992809.pdf,https://s3.amazonaws.com/lgdvideos/LG371992809.mp4
ROUND,I,VS2,1.11,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2419.80,LG257739307,6.64,6.68,4.1,57.0,MEDIUM (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG257739307.pdf,https://s3.amazonaws.com/lgdvideos/LG257739307.mp4
ROUND,I,VS2,1.11,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2419.80,LG214639109,6.64,6.66,4.11,57.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG214639109.pdf,https://s3.amazonaws.com/lgdvideos/LG214639109.mp4
ROUND,F,VVS2,0.92,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-67.00,2640.00,2428.80,LG286707962,6.22,6.26,3.86,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG286707962.pdf,https://s3.amazonaws.com/lgdvideos/LG286707962.mp4
ROUND,G,SI2,1.19,IGI,EXCELLENT,VERY GOOD,EXCELLENT,,-66.00,2040.00,2427.60,LG380974318,6.76,6.81,4.25,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380974318.pdf,https://s3.amazonaws.com/lgdvideos/LG380974318.mp4
ROUND,I,VS2,1.12,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2441.60,LG265743858,6.64,6.69,4.13,57.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG265743858.pdf,https://s3.amazonaws.com/lgdvideos/LG265743858.mp4
ROUND,I,VS2,1.12,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2441.60,LG257739316,6.66,6.69,4.12,57.0,MEDIUM (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG257739316.pdf,https://s3.amazonaws.com/lgdvideos/LG257739316.mp4
ROUND,I,VS2,1.12,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-66.97,2180.00,2441.60,LG214639113,6.6,6.64,4.17,58.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG214639113.pdf,https://s3.amazonaws.com/lgdvideos/LG214639113.mp4
ROUND,I,VS2,1.12,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2441.60,LG234627824,6.64,6.69,4.1,57.0,MEDIUM TO SLIGHTLY THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG234627824.pdf,https://s3.amazonaws.com/lgdvideos/LG234627824.mp4
ROUND,I,VVS2,1.14,IGI,IDEAL,EXCELLENT,EXCELLENT,,-69.00,2170.00,2473.80,LG250674015,6.7,6.73,4.13,58.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG250674015.pdf,https://s3.amazonaws.com/lgdvideos/LG250674015.mp4
ROUND,I,VVS2,1.14,IGI,IDEAL,EXCELLENT,EXCELLENT,,-69.00,2170.00,2473.80,LG270766657,6.7,6.73,4.13,57.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG270766657.pdf,https://s3.amazonaws.com/lgdvideos/LG270766657.mp4
ROUND,I,SI2,1.35,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.94,1804.97,2436.71,LG365964071,7.12,7.17,4.35,57.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG365964071.pdf,https://s3.amazonaws.com/lgdvideos/LG365964071.mp4
ROUND,H,VS1,1.0,IGI,IDEAL,EXCELLENT,VERY GOOD,,-69.00,2480.00,2480.00,LG234626574,6.37,6.4,3.96,58.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG234626574.pdf,https://s3.amazonaws.com/lgdvideos/LG234626574.mp4
ROUND,J,VS2,1.3,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.93,1885.00,2450.50,LG257743888,6.98,7.01,4.33,57.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG257743888.pdf,https://s3.amazonaws.com/lgdvideos/LG257743888.mp4
ROUND,H,VS1,1.0,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-69.00,2480.00,2480.00,LG371993894,6.48,6.62,3.89,60.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG371993894.pdf,https://s3.amazonaws.com/lgdvideos/LG371993894.mp4
ROUND,I,VS1,1.18,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-68.97,2109.99,2489.79,LG380972958,6.77,6.8,4.21,59.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380972958.pdf,            
ROUND,I,VVS2,1.15,IGI,IDEAL,EXCELLENT,EXCELLENT,,-69.00,2170.00,2495.50,LG270766654,6.69,6.74,4.15,57.0,MEDIUM TO SLIGHTLY THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG270766654.pdf,https://s3.amazonaws.com/lgdvideos/LG270766654.mp4
ROUND,I,SI1,1.21,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.94,2050.05,2480.56,LG250673982,6.82,6.85,4.25,57.0,MEDIUM (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG250673982.pdf,https://s3.amazonaws.com/lgdvideos/LG250673982.mp4
ROUND,I,VS1,1.19,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-68.97,2109.99,2510.89,LG380972957,6.75,6.8,4.25,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380972957.pdf,            
ROUND,I,VS1,1.19,IGI,IDEAL,EXCELLENT,EXCELLENT,,-68.97,2109.99,2510.89,LG380972857,6.84,6.87,4.17,59.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380972857.pdf,https://s3.amazonaws.com/lgdvideos/LG380972857.mp4
ROUND,I,VS2,1.14,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2485.20,LG257739315,6.73,6.79,4.14,58.5,MEDIUM (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG257739315.pdf,https://s3.amazonaws.com/lgdvideos/LG257739315.mp4
ROUND,I,VS2,1.14,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2485.20,LG341803453,6.69,6.74,4.13,57.5,MEDIUM (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG341803453.pdf,https://s3.amazonaws.com/lgdvideos/LG341803453.mp4
ROUND,I,VS2,1.14,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2485.20,LG257739310,6.69,6.71,4.13,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG257739310.pdf,https://s3.amazonaws.com/lgdvideos/LG257739310.mp4
ROUND,I,VVS2,1.16,IGI,IDEAL,EXCELLENT,EXCELLENT,,-69.00,2170.00,2517.20,LG250674016,6.77,6.82,4.13,57.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG250674016.pdf,https://s3.amazonaws.com/lgdvideos/LG250674016.mp4
ROUND,I,VVS2,1.16,IGI,IDEAL,EXCELLENT,EXCELLENT,,-69.00,2170.00,2517.20,LG274713356,6.74,6.77,4.18,57.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG274713356.pdf,https://s3.amazonaws.com/lgdvideos/LG274713356.mp4
ROUND,J,VS2,1.32,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.93,1885.00,2488.20,LG257731258,7.04,7.09,4.34,57.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG257731258.pdf,https://s3.amazonaws.com/lgdvideos/LG257731258.mp4
ROUND,H,SI1,1.11,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.99,2245.06,2492.01,LG310836324,6.72,6.75,4.04,58.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG310836324.pdf,https://s3.amazonaws.com/lgdvideos/LG310836324.mp4
ROUND,H,VS1,1.02,IGI,IDEAL,EXCELLENT,EXCELLENT,,-69.00,2480.00,2529.60,LG365930302,6.46,6.54,4.0,58.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG365930302.pdf,            
ROUND,H,VS1,1.02,IGI,EXCELLENT,EXCELLENT,VERY GOOD,,-69.00,2480.00,2529.60,LG274713514,6.37,6.4,4.07,57.0,MEDIUM (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG274713514.pdf,https://s3.amazonaws.com/lgdvideos/LG274713514.mp4
ROUND,I,VS2,1.15,IGI,EXCELLENT,EXCELLENT,VERY GOOD,,-66.97,2180.00,2507.00,LG250604775,6.64,6.68,4.22,56.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG250604775.pdf,https://s3.amazonaws.com/lgdvideos/LG250604775.mp4
ROUND,I,VS2,1.15,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2507.00,LG229607850,6.73,6.77,4.15,57.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG229607850.pdf,https://s3.amazonaws.com/lgdvideos/LG229607850.mp4
ROUND,J,VS2,1.33,IGI,IDEAL,EXCELLENT,VERY GOOD,,-66.93,1885.00,2507.05,LG257731246,7.06,7.18,4.34,58.5,MEDIUM TO SLIGHTLY THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG257731246.pdf,https://s3.amazonaws.com/lgdvideos/LG257731246.mp4
ROUND,J,VS2,1.33,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.93,1885.00,2507.05,LG257740554,7.05,7.09,4.35,57.5,MEDIUM TO SLIGHTLY THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG257740554.pdf,https://s3.amazonaws.com/lgdvideos/LG257740554.mp4
ROUND,I,VVS2,1.17,IGI,IDEAL,EXCELLENT,EXCELLENT,,-69.00,2170.00,2538.90,LG265745689,6.77,6.8,4.17,57.0,MEDIUM (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG265745689.pdf,https://s3.amazonaws.com/lgdvideos/LG265745689.mp4
ROUND,H,VS2,1.0,IGI,EXCELLENT,VERY GOOD,VERY GOOD,,-66.97,2509.95,2509.95,LG270768136,6.3,6.34,4.01,56.5,MEDIUM TO SLIGHTLY THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG270768136.pdf,            
ROUND,H,VS2,1.0,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-66.97,2509.95,2509.95,LG279785078,6.33,6.36,4.03,58.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG279785078.pdf,https://s3.amazonaws.com/lgdvideos/LG279785078.mp4
ROUND,H,VS2,1.0,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2509.95,2509.95,LG279785080,6.41,6.43,3.98,57.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG279785080.pdf,https://s3.amazonaws.com/lgdvideos/LG279785080.mp4
ROUND,H,VS2,1.0,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-66.97,2509.95,2509.95,LG314899011,6.34,6.4,4.0,56.5,MEDIUM TO SLIGHTLY THICK (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG314899011.pdf,https://s3.amazonaws.com/lgdvideos/LG314899011.mp4
ROUND,I,VS1,1.21,IGI,IDEAL,EXCELLENT,VERY GOOD,,-68.97,2109.99,2553.09,LG250673510,6.85,6.89,4.23,57.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG250673510.pdf,https://s3.amazonaws.com/lgdvideos/LG250673510.mp4
ROUND,H,VS1,1.03,IGI,IDEAL,EXCELLENT,EXCELLENT,,-69.00,2480.00,2554.40,LG250689267,6.45,6.48,4.01,57.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG250689267.pdf,https://s3.amazonaws.com/lgdvideos/LG250689267.mp4
ROUND,I,VS2,1.16,IGI,IDEAL,EXCELLENT,VERY GOOD,,-66.97,2180.00,2528.80,LG214639098,6.64,6.68,4.24,56.5,MEDIUM TO SLIGHTLY THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG214639098.pdf,https://s3.amazonaws.com/lgdvideos/LG214639098.mp4
ROUND,I,VS2,1.16,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2528.80,LG320837923,6.77,6.79,4.15,58.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG320837923.pdf,https://s3.amazonaws.com/lgdvideos/LG320837923.mp4
ROUND,I,VS2,1.16,IGI,IDEAL,EXCELLENT,VERY GOOD,,-66.97,2180.00,2528.80,LG234627830,6.78,6.8,4.15,58.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG234627830.pdf,https://s3.amazonaws.com/lgdvideos/LG234627830.mp4
ROUND,I,VS2,1.16,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2528.80,LG257739321,6.78,6.82,4.12,59.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG257739321.pdf,https://s3.amazonaws.com/lgdvideos/LG257739321.mp4
ROUND,H,VS1,1.04,IGI,EXCELLENT,EXCELLENT,VERY GOOD,,-69.00,2480.00,2579.20,LG320839345,6.4,6.45,4.07,56.0,MEDIUM TO SLIGHTLY THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG320839345.pdf,https://s3.amazonaws.com/lgdvideos/LG320839345.mp4
ROUND,I,VS2,1.17,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2550.60,LG257739292,6.82,6.84,4.16,58.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG257739292.pdf,https://s3.amazonaws.com/lgdvideos/LG257739292.mp4
ROUND,I,VS2,1.17,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.97,2180.00,2550.60,LG234627834,6.81,6.84,4.13,59.5,MEDIUM TO SLIGHTLY THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG234627834.pdf,https://s3.amazonaws.com/lgdvideos/LG234627834.mp4
ROUND,I,VS2,1.17,IGI,IDEAL,EXCELLENT,VERY GOOD,,-66.97,2180.00,2550.60,LG234627842,6.78,6.8,4.19,57.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG234627842.pdf,            
ROUND,I,VS2,1.17,IGI,IDEAL,EXCELLENT,VERY GOOD,,-66.97,2180.00,2550.60,LG234627826,6.76,6.8,4.18,57.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG234627826.pdf,https://s3.amazonaws.com/lgdvideos/LG234627826.mp4
ROUND,J,SI1,1.41,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.94,1804.97,2545.01,LG371994395,7.19,7.27,4.42,58.5,MEDIUM TO SLIGHTLY THICK (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG371994395.pdf,https://s3.amazonaws.com/lgdvideos/LG371994395.mp4
ROUND,I,SI1,1.25,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.94,2050.05,2562.56,LG332808235,6.93,6.97,4.29,57.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG332808235.pdf,https://s3.amazonaws.com/lgdvideos/LG332808235.mp4
