Shape,Color,Clarity,Weight,Lab,Cut,Polish,Symmetry,Fluor,Off Rap,Price Per Carat,Total Price,Certificate No,Length,Width,Depth,Table,Girdle,Culet,Certificate Url,Video
ROUND,I,VVS1,0.8,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-66.95,1354.99,1083.99,LG245632339,5.91,5.94,3.75,56.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG245632339.pdf,https://s3.amazonaws.com/lgdvideos/LG245632339.mp4
ROUND,H,VS2,0.78,GCAL,IDEAL,EXCELLENT,EXCELLENT,,-66.90,1389.96,1084.17,290630107,5.9,5.92,3.66,58.0,MEDIUM - SL.THICK,            ,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL290630107.pdf,            
PRINCESS,K,SI1,1.1,GCAL,EXCELLENT,VERY GOOD,VERY GOOD,,-67.00,990.00,1089.00,281730145,5.47,5.46,3.96,71.0,THICK,            ,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL281730145.pdf,            
ROUND,H,VVS1,0.74,IGI,IDEAL,EXCELLENT,EXCELLENT,,-68.96,1490.02,1102.61,LG224662982,5.79,5.83,3.58,56.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG224662982.pdf,https://s3.amazonaws.com/lgdvideos/LG224662982.mp4
ROUND,G,VS2,0.72,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.96,1520.03,1094.42,LG361979873,5.73,5.78,3.59,57.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG361979873.pdf,https://s3.amazonaws.com/lgdvideos/LG361979873.mp4
ROUND,G,VS1,0.73,IGI,IDEAL,EXCELLENT,EXCELLENT,,-68.98,1520.00,1109.60,LG380975510,5.85,5.88,3.51,59.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380975510.pdf,            
ROUND,I,VVS2,0.85,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.92,1289.98,1096.48,LG365963607,6.1,6.14,3.73,58.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG365963607.pdf,https://s3.amazonaws.com/lgdvideos/LG365963607.mp4
ROUND,G,VVS2,0.7,IGI,IDEAL,EXCELLENT,EXCELLENT,,-68.92,1584.98,1109.49,LG296704762,5.67,5.71,3.53,57.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG296704762.pdf,https://s3.amazonaws.com/lgdvideos/LG296704762.mp4
ROUND,G,VVS2,0.7,IGI,IDEAL,EXCELLENT,EXCELLENT,,-68.92,1584.98,1109.49,LG224646425,5.69,5.72,3.54,56.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG224646425.pdf,https://s3.amazonaws.com/lgdvideos/LG224646425.mp4
ROUND,H,VS2,0.79,IGI,IDEAL,VERY GOOD,EXCELLENT,,-66.90,1389.96,1098.07,LG380975495,5.92,5.95,3.64,58.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380975495.pdf,            
ROUND,I,VS2,0.84,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1295.00,1087.80,LG365930396,6.06,6.09,3.72,58.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG365930396.pdf,            
EMERALD,K,SI2,1.04,GCAL,VERY GOOD,GOOD,GOOD,,-62.86,1040.01,1081.61,260960057,6.48,5.06,3.46,63.0,THICK,            ,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL260960057.pdf,https://s3.amazonaws.com/lgdvideos/260960057.mp4
PRINCESS,E,VVS2,0.71,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-66.91,1554.96,1104.02,LG239685847,4.81,4.66,3.56,70.0,THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG239685847.pdf,https://s3.amazonaws.com/lgdvideos/LG239685847.mp4
ROUND,G,VS2,0.73,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-66.96,1520.03,1109.62,LG371993297,5.76,5.79,3.61,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG371993297.pdf,https://s3.amazonaws.com/lgdvideos/LG371993297.mp4
ROUND,G,VS2,0.73,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-66.96,1520.03,1109.62,LG371991480,5.8,5.84,3.61,57.0,THIN TO MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG371991480.pdf,https://s3.amazonaws.com/lgdvideos/LG371991480.mp4
ROUND,G,VS2,0.73,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.96,1520.03,1109.62,LG234623570,5.79,5.84,3.53,58.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG234623570.pdf,https://s3.amazonaws.com/lgdvideos/LG234623570.mp4
ROUND,I,VS2,0.85,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-65.00,1295.00,1100.75,LG365930037,6.09,6.12,3.8,58.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG365930037.pdf,            
ROUND,G,VVS2,0.71,GCAL,EXCELLENT,VERY GOOD,EXCELLENT,,-68.92,1584.98,1125.34,270340117,5.75,5.81,3.53,57.0,MEDIUM,            ,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL270340117.pdf,https://s3.amazonaws.com/lgdvideos/270340117.mp4
ROUND,G,VVS2,0.71,IGI,IDEAL,EXCELLENT,VERY GOOD,,-68.92,1584.98,1125.34,LG245632416,5.73,5.76,3.54,57.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG245632416.pdf,https://s3.amazonaws.com/lgdvideos/LG245632416.mp4
ROUND,I,VS2,0.86,IGI,IDEAL,VERY GOOD,EXCELLENT,,-65.00,1295.00,1113.70,LG365930033,6.1,6.13,3.78,58.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG365930033.pdf,            
ROUND,I,VS2,0.86,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1295.00,1113.70,LG365930035,6.09,6.1,3.76,58.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG365930035.pdf,            
ROUND,H,SI1,0.85,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1330.00,1130.50,LG380973404,6.06,6.12,3.77,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380973404.pdf,            
ROUND,H,SI1,0.85,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1330.00,1130.50,LG380974521,6.07,6.1,3.76,57.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380974521.pdf,https://s3.amazonaws.com/lgdvideos/LG380974521.mp4
PRINCESS,F,SI1,0.85,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-63.92,1335.01,1134.76,LG310836124,5.23,5.2,3.66,71.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG310836124.pdf,https://s3.amazonaws.com/lgdvideos/LG310836124.mp4
OVAL,K,VS1,1.0,GCAL,EXCELLENT,VERY GOOD,VERY GOOD,,-65.00,1155.00,1155.00,290110165,7.76,5.75,3.55,60.0,MEDIUM - THICK,            ,https://s3.amazonaws.com/lgdcertificates/gcal/GCAL290110165.pdf,            
ROUND,H,SI1,0.87,IGI,IDEAL,VERY GOOD,EXCELLENT,,-65.00,1330.00,1157.10,LG375921149,6.17,6.2,3.76,59.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG375921149.pdf,https://s3.amazonaws.com/lgdvideos/LG375921149.mp4
ROUND,F,VS1,0.72,IGI,IDEAL,VERY GOOD,EXCELLENT,,-68.96,1644.98,1184.38,LG380973384,5.77,5.81,3.56,58.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380973384.pdf,https://s3.amazonaws.com/lgdvideos/LG380973384.mp4
ROUND,F,VS2,0.71,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-67.00,1650.00,1171.50,LG365930060,5.69,5.73,3.58,57.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG365930060.pdf,https://s3.amazonaws.com/lgdvideos/LG365930060.mp4
ROUND,H,SI1,0.89,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-65.00,1330.00,1183.70,LG341865585,6.13,6.16,3.86,57.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG341865585.pdf,            
PRINCESS,H,VVS1,0.85,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-65.00,1400.00,1190.00,LG239670568,5.26,5.17,3.65,68.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG239670568.pdf,https://s3.amazonaws.com/lgdvideos/LG239670568.mp4
ROUND,F,VS1,0.74,IGI,IDEAL,VERY GOOD,EXCELLENT,,-68.96,1644.98,1217.28,LG380973386,5.81,5.87,3.58,59.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380973386.pdf,https://s3.amazonaws.com/lgdvideos/LG380973386.mp4
ROUND,F,VVS2,0.7,IGI,IDEAL,EXCELLENT,EXCELLENT,,-68.93,1740.02,1218.01,LG371993778,5.7,5.74,3.55,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG371993778.pdf,https://s3.amazonaws.com/lgdvideos/LG371993778.mp4
PRINCESS,G,VS2,0.85,IGI,EXCELLENT,VERY GOOD,VERY GOOD,,-63.97,1404.97,1194.23,LG286732862,5.21,5.13,3.5,69.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG286732862.pdf,https://s3.amazonaws.com/lgdvideos/LG286732862.mp4
PRINCESS,G,VS2,0.85,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-63.97,1404.97,1194.23,LG380974771,5.19,5.2,3.69,70.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG380974771.pdf,https://s3.amazonaws.com/lgdvideos/LG380974771.mp4
ROUND,H,VS2,0.83,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1470.00,1220.10,LG380972535,6.01,6.05,3.74,58.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380972535.pdf,https://s3.amazonaws.com/lgdvideos/LG380972535.mp4
ROUND,F,VVS2,0.72,IGI,IDEAL,EXCELLENT,EXCELLENT,,-68.93,1740.02,1252.81,LG371993777,5.75,5.82,3.56,57.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG371993777.pdf,https://s3.amazonaws.com/lgdvideos/LG371993777.mp4
ROUND,E,VS1,0.72,IGI,IDEAL,EXCELLENT,EXCELLENT,,-68.95,1770.03,1274.42,LG380972617,5.81,5.83,3.51,59.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380972617.pdf,https://s3.amazonaws.com/lgdvideos/LG380972617.mp4
ROUND,H,VS2,0.85,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1470.00,1249.50,LG380974532,6.07,6.09,3.77,58.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380974532.pdf,https://s3.amazonaws.com/lgdvideos/LG380974532.mp4
ROUND,H,VS2,0.85,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1470.00,1249.50,LG375923344,6.06,6.1,3.77,58.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG375923344.pdf,https://s3.amazonaws.com/lgdvideos/LG375923344.mp4
ROUND,J,SI2,0.91,IGI,IDEAL,EXCELLENT,EXCELLENT,,-62.97,1369.98,1246.68,LG380975305,6.21,6.24,3.86,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380975305.pdf,            
ROUND,J,SI2,0.91,IGI,IDEAL,EXCELLENT,EXCELLENT,,-62.97,1369.98,1246.68,LG380975304,6.23,6.25,3.86,56.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380975304.pdf,            
PRINCESS,I,SI1,0.9,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-63.97,1404.97,1264.48,LG380973031,5.26,5.17,3.69,71.0,SLIGHTLY THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG380973031.pdf,            
ROUND,F,VS1,0.79,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-68.96,1644.98,1299.53,LG380972885,5.9,5.94,3.71,58.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380972885.pdf,https://s3.amazonaws.com/lgdvideos/LG380972885.mp4
ROUND,F,VS1,0.79,IGI,IDEAL,EXCELLENT,EXCELLENT,,-68.96,1644.98,1299.53,LG375924308,5.96,5.99,3.66,58.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG375924308.pdf,            
EMERALD,J,VVS2,0.9,IGI,VERY GOOD,VERY GOOD,VERY GOOD,,-61.89,1409.99,1268.99,LG10165215,6.28,4.81,3.19,65.0,MEDIUM,            ,https://s3.amazonaws.com/lgdcertificates/LG10165215.pdf,            
ROUND,J,SI1,0.9,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1435.00,1291.50,LG310835694,6.18,6.22,3.81,58.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG310835694.pdf,https://s3.amazonaws.com/lgdvideos/LG310835694.mp4
ROUND,J,SI1,0.9,IGI,VERY GOOD,EXCELLENT,VERY GOOD,,-65.00,1435.00,1291.50,LG224645787,6.03,6.06,3.94,56.5,MEDIUM TO SLIGHTLY THICK (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG224645787.pdf,https://s3.amazonaws.com/lgdvideos/LG224645787.mp4
ROUND,J,SI1,0.9,IGI,EXCELLENT,VERY GOOD,EXCELLENT,,-65.00,1435.00,1291.50,LG365962904,6.21,6.25,3.81,60.0,SLIGHTLY THICK (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG365962904.pdf,https://s3.amazonaws.com/lgdvideos/LG365962904.mp4
ROUND,J,SI1,0.9,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-65.00,1435.00,1291.50,LG234660631,6.12,6.17,3.89,57.0,MEDIUM (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG234660631.pdf,https://s3.amazonaws.com/lgdvideos/LG234660631.mp4
ROUND,J,SI1,0.9,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-65.00,1435.00,1291.50,LG234660627,6.12,6.21,3.89,57.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG234660627.pdf,https://s3.amazonaws.com/lgdvideos/LG234660627.mp4
OVAL,J,VS1,0.94,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-61.94,1369.98,1287.78,LG341866240,7.63,5.62,3.51,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG341866240.pdf,            
ROUND,J,SI1,0.91,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1435.00,1305.85,LG310835693,6.23,6.25,3.84,57.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG310835693.pdf,https://s3.amazonaws.com/lgdvideos/LG310835693.mp4
ROUND,J,SI1,0.91,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1435.00,1305.85,LG380975053,6.19,6.26,3.88,57.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380975053.pdf,            
ROUND,F,VVS2,0.77,IGI,IDEAL,EXCELLENT,EXCELLENT,,-68.93,1740.02,1339.81,LG375924160,5.87,5.92,3.64,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG375924160.pdf,            
ROUND,J,SI1,0.92,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1435.00,1320.20,LG245631690,6.25,6.28,3.86,57.0,MEDIUM (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG245631690.pdf,https://s3.amazonaws.com/lgdvideos/LG245631690.mp4
ROUND,J,VS1,0.9,IGI,IDEAL,EXCELLENT,EXCELLENT,,-67.00,1485.00,1336.50,LG245632313,6.17,6.19,3.85,57.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG245632313.pdf,https://s3.amazonaws.com/lgdvideos/LG245632313.mp4
ROUND,J,VS1,0.9,IGI,IDEAL,EXCELLENT,EXCELLENT,,-67.00,1485.00,1336.50,LG245632312,6.2,6.22,3.83,57.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG245632312.pdf,https://s3.amazonaws.com/lgdvideos/LG245632312.mp4
ROUND,J,VS1,0.9,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-67.00,1485.00,1336.50,LG279785103,6.13,6.18,3.84,60.5,MEDIUM TO SLIGHTLY THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG279785103.pdf,https://s3.amazonaws.com/lgdvideos/LG279785103.mp4
PRINCESS,I,SI1,0.94,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-63.97,1404.97,1320.67,LG380973032,5.36,5.35,3.69,70.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG380973032.pdf,            
ROUND,F,VVS2,0.78,IGI,IDEAL,EXCELLENT,EXCELLENT,,-68.93,1740.02,1357.21,LG375924173,5.92,5.95,3.62,58.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG375924173.pdf,https://s3.amazonaws.com/lgdvideos/LG375924173.mp4
ROUND,G,VVS2,0.8,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.96,1684.99,1347.99,LG375920527,5.93,5.99,3.71,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG375920527.pdf,https://s3.amazonaws.com/lgdvideos/LG375920527.mp4
ROUND,G,VS1,0.84,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.94,1620.01,1360.81,LG365928207,6.04,6.08,3.74,59.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG365928207.pdf,            
ROUND,J,SI1,0.94,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1435.00,1348.90,LG371990821,6.26,6.3,3.89,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG371990821.pdf,https://s3.amazonaws.com/lgdvideos/LG371990821.mp4
ROUND,J,VS2,0.9,IGI,VERY GOOD,EXCELLENT,EXCELLENT,,-65.00,1505.00,1354.50,LG229608960,6.13,6.15,3.85,58.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG229608960.pdf,            
ROUND,J,VS2,0.9,IGI,VERY GOOD,EXCELLENT,VERY GOOD,,-65.00,1505.00,1354.50,LG219699189,6.08,6.11,3.88,59.5,MEDIUM TO THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG219699189.pdf,https://s3.amazonaws.com/lgdvideos/LG219699189.mp4
ROUND,J,VS2,0.9,IGI,VERY GOOD,EXCELLENT,EXCELLENT,,-65.00,1505.00,1354.50,LG229695054,6.05,6.08,3.92,56.5,MEDIUM TO SLIGHTLY THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG229695054.pdf,https://s3.amazonaws.com/lgdvideos/LG229695054.mp4
ROUND,J,VS2,0.9,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1505.00,1354.50,LG250603610,6.18,6.22,3.83,57.0,MEDIUM TO SLIGHTLY THICK (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG250603610.pdf,https://s3.amazonaws.com/lgdvideos/LG250603610.mp4
ROUND,J,VS2,0.9,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1505.00,1354.50,LG250603536,6.21,6.24,3.82,57.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG250603536.pdf,https://s3.amazonaws.com/lgdvideos/LG250603536.mp4
ROUND,J,VS2,0.9,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-65.00,1505.00,1354.50,LG250673470,6.13,6.16,3.85,57.0,MEDIUM TO SLIGHTLY THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG250673470.pdf,https://s3.amazonaws.com/lgdvideos/LG250673470.mp4
OVAL,J,SI1,1.01,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-63.92,1335.01,1348.36,LG341866210,7.94,5.7,3.5,57.0,MEDIUM TO SLIGHTLY THICK (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG341866210.pdf,            
PRINCESS,I,SI1,0.96,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-63.97,1404.97,1348.77,LG380973033,5.46,5.34,3.79,68.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG380973033.pdf,            
ROUND,G,VS1,0.85,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.94,1620.01,1377.01,LG380975507,6.11,6.14,3.73,58.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380975507.pdf,            
ROUND,G,VS1,0.85,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-66.94,1620.01,1377.01,LG375924228,6.08,6.11,3.77,59.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG375924228.pdf,https://s3.amazonaws.com/lgdvideos/LG375924228.mp4
ROUND,J,VS1,0.93,IGI,IDEAL,EXCELLENT,EXCELLENT,,-67.00,1485.00,1381.05,LG224645781,6.23,6.24,3.88,56.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG224645781.pdf,https://s3.amazonaws.com/lgdvideos/LG224645781.mp4
ROUND,J,VS2,0.91,IGI,VERY GOOD,EXCELLENT,VERY GOOD,,-65.00,1505.00,1369.55,LG224661516,6.12,6.16,3.92,56.5,MEDIUM TO SLIGHTLY THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG224661516.pdf,https://s3.amazonaws.com/lgdvideos/LG224661516.mp4
ROUND,J,VS2,0.91,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1505.00,1369.55,LG224661518,6.17,6.19,3.86,57.5,MEDIUM TO SLIGHTLY THICK (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG224661518.pdf,https://s3.amazonaws.com/lgdvideos/LG224661518.mp4
ROUND,J,VS2,0.91,IGI,IDEAL,EXCELLENT,VERY GOOD,,-65.00,1505.00,1369.55,LG250673472,6.25,6.29,3.8,57.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG250673472.pdf,https://s3.amazonaws.com/lgdvideos/LG250673472.mp4
ROUND,J,VS2,0.91,IGI,IDEAL,EXCELLENT,VERY GOOD,,-65.00,1505.00,1369.55,LG250673465,6.21,6.22,3.84,57.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG250673465.pdf,https://s3.amazonaws.com/lgdvideos/LG250673465.mp4
ROUND,J,VS2,0.92,IGI,IDEAL,VERY GOOD,EXCELLENT,,-65.00,1505.00,1384.60,LG380974047,6.22,6.29,3.81,58.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380974047.pdf,https://s3.amazonaws.com/lgdvideos/LG380974047.mp4
ROUND,J,VS2,0.92,IGI,EXCELLENT,EXCELLENT,VERY GOOD,,-65.00,1505.00,1384.60,LG250603614,6.16,6.19,3.93,56.5,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG250603614.pdf,https://s3.amazonaws.com/lgdvideos/LG250603614.mp4
OVAL,J,SI1,1.04,IGI,EXCELLENT,VERY GOOD,EXCELLENT,,-63.92,1335.01,1388.41,LG341866211,7.91,5.8,3.64,57.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG341866211.pdf,            
ROUND,G,VS1,0.87,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.94,1620.01,1409.41,LG361979924,6.1,6.14,3.81,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG361979924.pdf,https://s3.amazonaws.com/lgdvideos/LG361979924.mp4
ROUND,J,VS2,0.93,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1505.00,1399.65,LG380974055,6.23,6.3,3.89,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG380974055.pdf,https://s3.amazonaws.com/lgdvideos/LG380974055.mp4
ROUND,J,VS2,0.93,IGI,IDEAL,EXCELLENT,EXCELLENT,,-65.00,1505.00,1399.65,LG250603609,6.25,6.29,3.88,57.0,MEDIUM (PARTLY FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG250603609.pdf,https://s3.amazonaws.com/lgdvideos/LG250603609.mp4
ROUND,G,VVS2,0.84,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.96,1684.99,1415.39,LG375920526,6.1,6.13,3.72,59.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG375920526.pdf,https://s3.amazonaws.com/lgdvideos/LG375920526.mp4
ROUND,J,VVS2,0.91,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-66.91,1554.96,1415.01,LG224640998,6.2,6.23,3.92,56.0,MEDIUM,POINTED,https://s3.amazonaws.com/lgdcertificates/LG224640998.pdf,https://s3.amazonaws.com/lgdvideos/LG224640998.mp4
OVAL,J,VS2,1.0,IGI,EXCELLENT,EXCELLENT,VERY GOOD,,-63.97,1404.97,1404.97,LG341866247,7.66,5.64,3.47,61.5,THICK TO VERY THICK (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG341866247.pdf,            
OVAL,F,VS2,0.85,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-60.95,1639.99,1393.99,LG375922539,7.46,5.47,3.38,59.5,MEDIUM TO SLIGHTLY THICK (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG375922539.pdf,https://s3.amazonaws.com/lgdvideos/LG375922539.mp4
ROUND,F,VS1,0.82,IGI,EXCELLENT,EXCELLENT,EXCELLENT,,-66.98,1749.99,1434.99,LG375924097,6.03,6.07,3.75,57.5,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG375924097.pdf,https://s3.amazonaws.com/lgdvideos/LG375924097.mp4
ROUND,F,VS1,0.82,IGI,IDEAL,EXCELLENT,EXCELLENT,,-66.98,1749.99,1434.99,LG375924162,6.05,6.07,3.71,58.0,MEDIUM (FACETED),POINTED,https://s3.amazonaws.com/lgdcertificates/LG375924162.pdf,            
ROUND,J,VVS2,0.93,IGI,IDEAL,EXCELLENT,VERY GOOD,,-66.91,1554.96,1446.11,LG214671654,6.23,6.25,3.87,56.5,MEDIUM TO SLIGHTLY THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG214671654.pdf,            
ROUND,J,VVS2,0.93,IGI,EXCELLENT,EXCELLENT,VERY GOOD,,-66.91,1554.96,1446.11,LG257730594,6.23,6.24,3.87,60.0,MEDIUM TO SLIGHTLY THICK,POINTED,https://s3.amazonaws.com/lgdcertificates/LG257730594.pdf,https://s3.amazonaws.com/lgdvideos/LG257730594.mp4
